Date,Open,High,Low,Close,Adj Close,Volume
2013-01-02,46.68,47.25,44.84,45.880001,39.393822,738800
2013-01-03,45.580002,48.400002,45.549999,47.34,40.647411,886300
2013-01-04,48.349998,48.349998,47.200001,47.330002,40.638832,522500
2013-01-07,48.049999,48.049999,46.5,47.34,40.647411,301600
2013-01-08,47.189999,49.150002,47.0,48.93,42.012627,684500
2013-01-09,49.080002,49.450001,48.0,48.540001000000004,41.677772999999995,508600
2013-01-10,48.400002,48.400002,46.52,47.650002,40.913589,1104600
2013-01-11,47.599998,47.970001,47.009997999999996,47.509997999999996,40.793377,585600
2013-01-14,47.549999,48.16,47.099998,47.970001,41.188354,343700
2013-01-15,47.5,48.700001,47.34,47.990002000000004,41.205524,406400
2013-01-16,47.73,50.75,47.68,50.380001,43.257645000000004,1068900
2013-01-17,52.0,53.040001000000004,50.810001,52.560001,45.129448,807200
2013-01-18,52.73,53.119999,51.0,52.48,45.060764,468900
2013-01-22,52.740002000000004,52.98,51.84,52.549999,45.120872,385800
2013-01-23,52.43,52.450001,50.560001,51.540001000000004,44.253654,834000
2013-01-24,51.389998999999996,51.41,50.07,50.48,43.343506,464500
2013-01-25,50.400002,51.5,50.400002,51.209998999999996,43.970303,225600
2013-01-28,51.459998999999996,51.82,51.119999,51.630001,44.330914,397600
2013-01-29,51.5,52.0,51.119999,51.98,44.631443,339600
2013-01-30,51.779999,52.169998,51.0,51.09,43.867271,421100
2013-01-31,51.0,51.43,50.310001,50.77,43.592503,446000
2013-02-01,50.799999,51.669998,50.5,51.41,44.142021,341600
2013-02-04,51.450001,52.0,51.09,51.689999,44.38245,351600
2013-02-05,51.970001,54.16,51.5,53.919998,46.297176,717900
2013-02-06,53.919998,54.799999,53.919998,54.779999,47.035595,454500
2013-02-07,54.779999,54.959998999999996,54.029999,54.880001,47.12146,365400
2013-02-08,54.950001,55.799999,54.77,55.380001,47.550785,330400
2013-02-11,55.59,56.169998,51.5,53.689999,46.099701,806300
2013-02-12,53.299999,54.5,51.5,53.900002,46.280018,638200
2013-02-13,53.93,55.099998,52.48,54.66,46.932567999999996,438700
2013-02-14,54.450001,54.959998999999996,53.799999,54.580002,46.86388,352000
2013-02-15,54.849998,54.849998,53.259997999999996,53.599998,46.022422999999996,386200
2013-02-19,53.599998,54.25,53.529999,54.130001,46.477489,784000
2013-02-20,54.310001,54.380001,52.25,52.330002,44.931976,380700
2013-02-21,52.18,52.400002,50.25,51.650002,44.348099,713900
2013-02-22,52.389998999999996,54.029999,52.07,53.669998,46.082531,410900
2013-02-25,54.0,54.549999,53.02,53.099998,45.593109000000005,340000
2013-02-26,53.200001,53.52,52.259997999999996,53.130001,45.618862,400400
2013-02-27,53.509997999999996,54.889998999999996,53.27,53.509997999999996,45.945145000000004,616900
2013-02-28,54.82,55.150002,50.630001,54.610001000000004,46.889641,1160100
2013-03-01,54.380001,56.889998999999996,53.900002,56.09,48.160404,800400
2013-03-04,56.07,58.48,55.310001,57.540001000000004,49.405415000000005,994000
2013-03-05,57.849998,58.5,56.75,56.91,48.864478999999996,960100
2013-03-06,56.43,57.189999,55.5,56.43,48.798759000000004,581100
2013-03-07,56.540001000000004,57.939999,55.080002,57.130001,49.404095,699400
2013-03-08,57.900002,57.900002,56.110001000000004,56.450001,48.816051,645200
2013-03-11,56.02,56.68,55.25,56.080002,48.496086,707100
2013-03-12,55.799999,56.599998,55.349998,56.490002000000004,48.850651,688600
2013-03-13,56.490002000000004,56.599998,55.599998,55.82,48.271252000000004,593200
2013-03-14,55.849998,56.57,53.5,54.299999,46.956799,587400
2013-03-15,54.009997999999996,54.91,52.700001,54.369999,47.017342,708500
2013-03-18,54.240002000000004,54.700001,53.5,54.209998999999996,46.878971,293900
2013-03-19,54.380001,54.720001,52.200001,53.060001,45.884495,467200
2013-03-20,53.18,54.259997999999996,53.18,53.919998,46.628189,273700
2013-03-21,53.66,54.240002000000004,53.009997999999996,53.110001000000004,45.927734,193500
2013-03-22,53.259997999999996,53.619999,51.599998,52.619999,45.504005,346600
2013-03-25,52.880001,53.299999,51.049999,51.509997999999996,44.544106,414000
2013-03-26,51.43,52.450001,51.130001,52.130001,45.080261,345900
2013-03-27,51.919998,52.59,51.150002,51.240002000000004,44.310627000000004,321600
2013-03-28,51.299999,51.830002,50.459998999999996,50.73,43.869595000000004,426600
2013-04-01,50.490002000000004,50.630001,49.209998999999996,49.57,42.866455,597500
2013-04-02,49.580002,49.919998,48.18,48.43,41.88063,450800
2013-04-03,48.509997999999996,48.689999,46.880001,47.18,40.799667,493200
2013-04-04,46.990002000000004,48.57,46.860001000000004,48.450001,41.897923,358500
2013-04-05,48.200001,49.139998999999996,47.900002,48.990002000000004,42.364902,280900
2013-04-08,48.59,48.919998,48.369999,48.610001000000004,42.036285,282400
2013-04-09,48.52,48.759997999999996,48.060001,48.119999,41.612549,236700
2013-04-10,48.299999,50.59,48.049999,50.400002,43.584221,327600
2013-04-11,50.279999,52.220001,50.209998999999996,50.889998999999996,44.007954,409900
2013-04-12,50.689999,51.630001,49.900002,50.169998,43.385311,177200
2013-04-15,49.91,50.110001000000004,47.580002,47.91,41.430943,301900
2013-04-16,48.82,49.43,47.419998,48.57,42.001698,345600
2013-04-17,48.490002000000004,48.779999,47.759997999999996,48.060001,41.560658000000004,202400
2013-04-18,48.919998,48.950001,47.139998999999996,47.360001000000004,40.955326,319900
2013-04-19,47.48,48.23,47.099998,48.18,41.664436,327700
2013-04-22,48.200001,48.689999,47.279999,48.080002,41.577961,370900
2013-04-23,48.200001,48.630001,47.299999,47.779999,41.318527,353800
2013-04-24,47.560001,47.98,46.779999,47.549999,41.119628999999996,336200
2013-04-25,47.849998,49.5,47.5,49.139998999999996,42.494606,328500
2013-04-26,49.209998999999996,50.169998,49.009997999999996,49.049999,42.416782,336200
2013-04-29,49.369999,51.0,49.369999,50.970001,44.077137,732600
2013-04-30,52.07,52.73,48.43,51.27,44.336566999999995,1196200
2013-05-01,51.330002,51.470001,49.25,49.619999,42.909695,459500
2013-05-02,49.740002000000004,50.580002,49.630001,50.18,43.393966999999996,246700
2013-05-03,50.599998,51.119999,49.689999,51.07,44.163609,548500
2013-05-06,51.099998,51.18,50.27,50.740002000000004,43.878239,235600
2013-05-07,50.599998,51.610001000000004,50.220001,51.57,44.595993,263000
2013-05-08,50.98,51.330002,50.5,50.650002,44.220573,223000
2013-05-09,50.5,50.990002000000004,50.220001,50.419998,44.019764,332800
2013-05-10,50.529999,50.720001,50.240002000000004,50.380001,43.984852000000004,124800
2013-05-13,50.099998,50.630001,50.0,50.490002000000004,44.080875,156600
2013-05-14,50.599998,51.91,50.529999,51.75,45.180931,325400
2013-05-15,51.490002000000004,52.73,51.450001,52.16,45.538897999999996,421500
2013-05-16,52.0,52.290001000000004,50.669998,50.959998999999996,44.491219,412100
